"Data Source: 2016 Dataset (released March 2018)"
" "
"Facility name","TRI ID","Address","City","County","State","Zip Code","Year","Chemical","CAS","Federal (F) or Commercial (C)","Form Type (Form R or A)","Industry","Fugitive Air","Stack Air","Total Air","Surface Water Discharge","Underground Injection","Land Disposal","Total on-site release","Off-site release","Total on- and off-site releases","Transfer to recycling","Transfer to energy recovery","Transfer to treatment","Transfer to POTWs","Other off-site transfer","Total transfers off-site for waste management","Recycled on-site","Recycled off-site","Energy recovery on-site","Energy recovery off-site","Treated on-site","Treated off-site","Quantity released on- and off-site","Total production-related waste managed","Non production-related waste managed"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2012","HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY)","'007647010'","C","R","NAICS 2122 - Metal Mining","          .0000000","      2858.3000000","      2858.3000000","          .0000000","          .0000000","          .0000000","      2858.3000000",".","      2858.3000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      2858.3000000","      2858.3000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2012","LEAD COMPOUNDS","'N420'","C","R","NAICS 2122 - Metal Mining","       386.5000000","        10.9800000","       397.4800000","        20.6600000","          .0000000"," 105329888.8100000"," 105330306.9500000","     26679.1500000"," 105356986.1000000",".",".",".","          .0000000","     26679.1500000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000"," 105356975.8300000"," 105356975.8300000","        10.2700000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2012","MANGANESE COMPOUNDS","'N450'","C","R","NAICS 2122 - Metal Mining","         9.3800000","        45.9300000","        55.3100000","       500.0000000","          .0000000","    190970.4500000","    191525.7600000","          .0500000","    191525.8100000",".",".",".","          .0000000","          .0500000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","    191525.4700000","    191525.4700000","          .3400000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2012","MERCURY COMPOUNDS","'N458'","C","R","NAICS 2122 - Metal Mining","          .1700000","        15.7900000","        15.9600000","          .0700000","          .0000000","     44319.0400000","     44335.0700000","       186.1000000","     44521.1700000",".",".",".","          .0000000","       186.1000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     44521.1200000","     44521.1200000","          .0500000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2012","NICKEL COMPOUNDS","'N495'","C","R","NAICS 2122 - Metal Mining","          .0000000","        20.9700000","        20.9700000","       733.3200000","          .0000000","     14388.6600000","     15142.9500000","         9.1000000","     15152.0500000",".",".",".","          .0000000","         9.1000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     15151.7100000","     15151.7100000","          .3400000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2012","NITRATE COMPOUNDS","'N511'","C","R","NAICS 2122 - Metal Mining","          .0000000","          .0000000","          .0000000","      1000.0000000","          .0000000","          .3400000","      1000.3400000",".","      1000.3400000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      1000.0000000","      1000.0000000","          .3400000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2012","SELENIUM COMPOUNDS","'N725'","C","R","NAICS 2122 - Metal Mining","          .0000000","        56.8600000","        56.8600000","        93.3200000","          .0000000","      2427.2800000","      2577.4600000","          .2400000","      2577.7000000",".",".",".","          .0000000","          .2400000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      2577.7000000","      2577.7000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2012","SILVER COMPOUNDS","'N740'","C","R","NAICS 2122 - Metal Mining","          .0000000","          .0000000","          .0000000","       500.0000000","          .0000000","      1590.6600000","      2090.6600000","        93.5600000","      2184.2200000",".",".",".","          .0000000","        93.5600000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      2183.8800000","      2183.8800000","          .3400000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2012","SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY)","'007664939'","C","R","NAICS 2122 - Metal Mining","          .0000000","       893.3600000","       893.3600000","          .0000000","          .0000000","          .3400000","       893.7000000","      1432.0000000","      2325.7000000",".",".","       206.4000000","          .0000000","      1638.4000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","       206.4000000","      2325.3600000","      2531.7600000","          .3400000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2012","THALLIUM COMPOUNDS","'N760'","C","R","NAICS 2122 - Metal Mining","          .0000000","          .0000000","          .0000000","       500.0000000","          .0000000","        34.0000000","       534.0000000","          .6100000","       534.6100000",".",".",".","          .0000000","          .6100000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","       534.6100000","       534.6100000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2012","VANADIUM COMPOUNDS","'N770'","C","R","NAICS 2122 - Metal Mining","          .0000000","        38.4200000","        38.4200000","       500.0000000","          .0000000","      3814.0000000","      4352.4200000","          .0200000","      4352.4400000",".",".",".","          .0000000","          .0200000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      4352.4400000","      4352.4400000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2012","ZINC COMPOUNDS","'N982'","C","R","NAICS 2122 - Metal Mining","        13.1000000","        22.7100000","        35.8100000","       371.3800000","          .0000000","      8742.3000000","      9149.4900000","        10.5500000","      9160.0400000",".",".",".","          .0000000","        10.5500000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      9160.0400000","      9160.0400000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2013","AMMONIA","'007664417'","C","R","NAICS 2122 - Metal Mining","      3315.0000000","       766.0000000","      4081.0000000","          .0000000","          .0000000","          .0000000","      4081.0000000",".","      4081.0000000",".",".","         2.0000000","          .0000000","         2.0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","         2.0000000","      4081.0000000","      4083.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2013","ANTIMONY COMPOUNDS","'N010'","C","R","NAICS 2122 - Metal Mining","          .0000000","         1.0000000","         1.0000000","       500.0000000","          .0000000","       128.0000000","       629.0000000","          .0000000","       629.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","       625.0000000","       625.0000000","         4.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2013","ARSENIC COMPOUNDS","'N020'","C","R","NAICS 2122 - Metal Mining","         1.0000000","         4.0000000","         5.0000000","       254.0000000","          .0000000","     48363.0000000","     48622.0000000","         5.0000000","     48627.0000000",".",".",".","          .0000000","         5.0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     48524.0000000","     48524.0000000","       103.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2013","CADMIUM COMPOUNDS","'N078'","C","R","NAICS 2122 - Metal Mining","          .0000000","         2.0000000","         2.0000000","          .0000000","          .0000000","        65.0000000","        67.0000000","         5.0000000","        72.0000000",".",".",".","          .0000000","         5.0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","        68.0000000","        68.0000000","         4.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2013","CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)","'N090'","C","R","NAICS 2122 - Metal Mining","       255.0000000","        29.0000000","       284.0000000","       500.0000000","          .0000000","     73751.0000000","     74535.0000000","         7.0000000","     74542.0000000",".",".",".","          .0000000","         7.0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     74534.0000000","     74534.0000000","         8.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2013","COPPER COMPOUNDS","'N100'","C","R","NAICS 2122 - Metal Mining","        52.0000000","        25.0000000","        77.0000000","       626.0000000","          .0000000","  55457401.0000000","  55458104.0000000","       147.0000000","  55458251.0000000",".",".",".","          .0000000","       147.0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","  55453960.0000000","  55453960.0000000","      4291.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2013","CRESOL (MIXED ISOMERS)","'001319773'","C","R","NAICS 2122 - Metal Mining","       250.0000000","          .0000000","       250.0000000","       250.0000000","          .0000000","     17501.0000000","     18001.0000000",".","     18001.0000000",".",".","        19.0000000","          .0000000","        19.0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","        19.0000000","     18001.0000000","     18020.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2013","DIOXIN AND DIOXIN-LIKE COMPOUNDS","'N150'","C","R","NAICS 2122 - Metal Mining","          .0005561","          .0004299","          .0009859","          .0000000","          .0000000","          .0000000","          .0009859",".","          .0009859",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0009859","          .0009859","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2013","HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY)","'007647010'","C","R","NAICS 2122 - Metal Mining","          .0000000","      3758.0000000","      3758.0000000","          .0000000","          .0000000","          .0000000","      3758.0000000",".","      3758.0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      3758.0000000","      3758.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2013","LEAD COMPOUNDS","'N420'","C","R","NAICS 2122 - Metal Mining","      1344.0000000","        13.0000000","      1357.0000000","        26.0000000","          .0000000"," 234588036.0000000"," 234589419.0000000","        93.0000000"," 234589512.0000000",".",".",".","          .0000000","        93.0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000"," 234580933.0000000"," 234580933.0000000","      8579.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2013","MANGANESE COMPOUNDS","'N450'","C","R","NAICS 2122 - Metal Mining","        17.0000000","        57.0000000","        74.0000000","       500.0000000","          .0000000","    208663.0000000","    209237.0000000","          .0000000","    209237.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","    209233.0000000","    209233.0000000","         4.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2013","MERCURY COMPOUNDS","'N458'","C","R","NAICS 2122 - Metal Mining","          .0000000","       126.0000000","       126.0000000","          .0000000","          .0000000","     50838.0000000","     50964.0000000","          .0000000","     50964.0000000","        30.0000000",".",".","          .0000000","        30.0000000","          .0000000","           30.0000000","          .0000000","          .0000000","          .0000000","          .0000000","     50962.0000000","     50992.0000000","         2.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2013","NICKEL COMPOUNDS","'N495'","C","R","NAICS 2122 - Metal Mining","          .0000000","        22.0000000","        22.0000000","       549.0000000","          .0000000","     15305.0000000","     15876.0000000","          .0000000","     15876.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     15872.0000000","     15872.0000000","         4.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2013","NITRATE COMPOUNDS","'N511'","C","R","NAICS 2122 - Metal Mining","          .0000000","          .0000000","          .0000000","      1000.0000000","          .0000000","         4.0000000","      1004.0000000",".","      1004.0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      1000.0000000","      1000.0000000","         4.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2013","SELENIUM COMPOUNDS","'N725'","C","R","NAICS 2122 - Metal Mining","          .0000000","        67.0000000","        67.0000000","       116.0000000","          .0000000","      2782.0000000","      2965.0000000","          .0000000","      2965.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      2965.0000000","      2965.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2013","SILVER COMPOUNDS","'N740'","C","R","NAICS 2122 - Metal Mining","          .0000000","          .0000000","          .0000000","       500.0000000","          .0000000","        41.0000000","       541.0000000","          .0000000","       541.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","       537.0000000","       537.0000000","         4.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2013","SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY)","'007664939'","C","R","NAICS 2122 - Metal Mining","        16.0000000","      1400.0000000","      1416.0000000","          .0000000","          .0000000","          .0000000","      1416.0000000",".","      1416.0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      1400.0000000","      1400.0000000","        16.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2013","THALLIUM COMPOUNDS","'N760'","C","R","NAICS 2122 - Metal Mining","          .0000000","          .0000000","          .0000000","       500.0000000","          .0000000","        45.0000000","       545.0000000","          .0000000","       545.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","       545.0000000","       545.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2013","VANADIUM COMPOUNDS","'N770'","C","R","NAICS 2122 - Metal Mining","          .0000000","        59.0000000","        59.0000000","       500.0000000","          .0000000","      5884.0000000","      6443.0000000","          .0000000","      6443.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      6443.0000000","      6443.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2013","ZINC COMPOUNDS","'N982'","C","R","NAICS 2122 - Metal Mining","        20.0000000","        29.0000000","        49.0000000","       328.0000000","          .0000000","      3801.0000000","      4178.0000000","         2.0000000","      4180.0000000",".",".",".","          .0000000","         2.0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      3232.0000000","      3232.0000000","       948.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2014","AMMONIA","'007664417'","C","R","NAICS 2122 - Metal Mining","      3336.0000000","       537.0000000","      3873.0000000","          .0000000","          .0000000","          .0000000","      3873.0000000",".","      3873.0000000",".",".","         5.0000000","          .0000000","         5.0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","         5.0000000","      3873.0000000","      3878.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2014","ANTIMONY COMPOUNDS","'N010'","C","R","NAICS 2122 - Metal Mining","          .0000000","         1.0000000","         1.0000000","       500.0000000","          .0000000","       126.0000000","       627.0000000","          .0000000","       627.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","       625.0000000","       625.0000000","         2.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2014","ARSENIC COMPOUNDS","'N020'","C","R","NAICS 2122 - Metal Mining","          .0000000","         4.0000000","         4.0000000","       133.0000000","          .0000000","     33333.0000000","     33470.0000000","          .0000000","     33470.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     33452.0000000","     33452.0000000","        18.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2014","CADMIUM COMPOUNDS","'N078'","C","R","NAICS 2122 - Metal Mining","          .0000000","         2.0000000","         2.0000000","         5.0000000","          .0000000","      1037.0000000","      1044.0000000","          .0000000","      1044.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      1042.0000000","      1042.0000000","         2.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2014","CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)","'N090'","C","R","NAICS 2122 - Metal Mining","        43.0000000","        28.0000000","        71.0000000","       500.0000000","          .0000000","     81915.0000000","     82486.0000000","          .0000000","     82486.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     82484.0000000","     82484.0000000","         2.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2014","COPPER COMPOUNDS","'N100'","C","R","NAICS 2122 - Metal Mining","        14.0000000","        25.0000000","        39.0000000","       393.0000000","          .0000000","  36251029.0000000","  36251461.0000000","       521.0000000","  36251982.0000000",".",".",".","          .0000000","       521.0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","  36251323.0000000","  36251323.0000000","       659.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2014","CRESOL (MIXED ISOMERS)","'001319773'","C","R","NAICS 2122 - Metal Mining","       250.0000000","          .0000000","       250.0000000","       250.0000000","          .0000000","     17297.0000000","     17797.0000000",".","     17797.0000000",".",".","         6.0000000","          .0000000","         6.0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","         6.0000000","     17797.0000000","     17803.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2014","DIOXIN AND DIOXIN-LIKE COMPOUNDS","'N150'","C","R","NAICS 2122 - Metal Mining","          .0006834","          .0004003","          .0010838","          .0000000","          .0000000","          .0000000","          .0010838",".","          .0010838",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0010838","          .0010838","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2014","HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY)","'007647010'","C","R","NAICS 2122 - Metal Mining","          .0000000","      3537.0000000","      3537.0000000","          .0000000","          .0000000","          .0000000","      3537.0000000",".","      3537.0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      3537.0000000","      3537.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2014","LEAD COMPOUNDS","'N420'","C","R","NAICS 2122 - Metal Mining","      1131.0000000","        12.0000000","      1143.0000000","        15.0000000","          .0000000"," 124988336.0000000"," 124989494.0000000","        11.2100000"," 124989505.2100000",".",".",".","          .0000000","        11.2100000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000"," 124989493.2100000"," 124989493.2100000","        12.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2014","MANGANESE COMPOUNDS","'N450'","C","R","NAICS 2122 - Metal Mining","         2.0000000","        46.0000000","        48.0000000","       500.0000000","          .0000000","    391798.0000000","    392346.0000000","          .0000000","    392346.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","    392344.0000000","    392344.0000000","         2.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2014","MERCURY COMPOUNDS","'N458'","C","R","NAICS 2122 - Metal Mining","          .0000000","        19.0000000","        19.0000000","          .0000000","          .0000000","     46939.0000000","     46958.0000000","          .0000000","     46958.0000000","         8.0000000",".",".","          .0000000","         8.0000000","          .0000000","            8.0000000","          .0000000","          .0000000","          .0000000","          .0000000","     46958.0000000","     46966.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2014","NICKEL COMPOUNDS","'N495'","C","R","NAICS 2122 - Metal Mining","          .0000000","        19.0000000","        19.0000000","       335.0000000","          .0000000","     20905.0000000","     21259.0000000","          .0000000","     21259.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     21257.0000000","     21257.0000000","         2.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2014","NITRATE COMPOUNDS","'N511'","C","R","NAICS 2122 - Metal Mining","          .0000000","          .0000000","          .0000000","      1000.0000000","          .0000000","         2.0000000","      1002.0000000",".","      1002.0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      1000.0000000","      1000.0000000","         2.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2014","SELENIUM COMPOUNDS","'N725'","C","R","NAICS 2122 - Metal Mining","          .0000000","        61.0000000","        61.0000000","        64.0000000","          .0000000","      3569.0000000","      3694.0000000","          .0000000","      3694.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      3694.0000000","      3694.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2014","SILVER COMPOUNDS","'N740'","C","R","NAICS 2122 - Metal Mining","          .0000000","          .0000000","          .0000000","       500.0000000","          .0000000","       688.0000000","      1188.0000000","          .0000000","      1188.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      1186.0000000","      1186.0000000","         2.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2014","SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY)","'007664939'","C","R","NAICS 2122 - Metal Mining","          .0000000","      1400.0000000","      1400.0000000","          .0000000","          .0000000","          .0000000","      1400.0000000",".","      1400.0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      1400.0000000","      1400.0000000","          .0000000"
